-3.149193525314331055e-02	6.085123401135206223e-03	-8.973198384046554565e-02	6.305896490812301636e-02	-5.296758562326431274e-02	8.728702366352081299e-02	-3.623005002737045288e-02	1.404533386230468750e-01	-1.309769898653030396e-01	8.767549693584442139e-02	1.241565346717834473e-01	-4.234633222222328186e-02	2.268241345882415771e-02	-1.066294610500335693e-01	3.666126728057861328e-02	-3.015745617449283600e-02	1.646564900875091553e-02	2.033514901995658875e-02	7.028682529926300049e-02	-9.006211906671524048e-02	-7.923294603824615479e-02	7.026741746813058853e-03	1.214314028620719910e-01	-1.051002740859985352e-01	1.422699987888336182e-01	3.613437339663505554e-02	1.521110087633132935e-01	4.168616607785224915e-02	-5.145566072314977646e-03	1.638196408748626709e-02	-3.413663804531097412e-02	8.205763250589370728e-02	-1.082096770405769348e-01	1.315803229808807373e-01	6.157025322318077087e-02	4.523368552327156067e-02	-1.502983272075653076e-01	9.938452392816543579e-02	5.271307006478309631e-02	-6.145235151052474976e-02	-5.885406211018562317e-02	1.331485658884048462e-01	1.299963295459747314e-01	-9.529704600572586060e-02	-5.821911618113517761e-02	-1.203137561678886414e-01	1.989083737134933472e-02	2.370402030646800995e-02	4.258345812559127808e-02	5.185079295188188553e-03
7.580026984214782715e-02	-9.175525519822258502e-06	3.092847205698490143e-02	1.235109903063857928e-05	1.431979835033416748e-01	6.887346506118774414e-02	6.555289473908487707e-06	4.058476406498812139e-06	-2.421585842967033386e-02	7.516317509725922719e-06	3.960064077546121553e-06	-6.969172318349592388e-06	1.114624142646789551e-01	1.445484012365341187e-01	1.245599240064620972e-01	-9.711141698062419891e-03	-2.231409325759159401e-06	5.141147598624229431e-02	1.864496432244777679e-02	-6.336926668882369995e-02	-1.536248177289962769e-01	-1.167461687145987526e-05	-1.890852558972255792e-06	1.415028721094131470e-01	-1.713532209396362305e-02	2.074400981655344367e-06	-1.031958032399415970e-02	6.246221438050270081e-02	-1.522629708051681519e-02	-9.840690763667225838e-04	-2.355204895138740540e-02	6.747623501723865047e-06	-8.057942977757193148e-06	3.117122128605842590e-02	1.435044854879379272e-01	1.279084533452987671e-01	7.100117206573486328e-02	-2.305848300457000732e-01	5.543474480509757996e-02	-8.448555320501327515e-02	-1.220246849698014557e-05	1.177698299288749695e-01	6.563798338174819946e-02	1.530683636665344238e-01	2.234650999307632446e-01	-1.473904121667146683e-02	-2.109981687681283802e-05	-8.706463128328323364e-02	8.546764403581619263e-02	-1.331322789192199707e-01
-5.188599228858947754e-03	1.394925825297832489e-02	-2.310088463127613068e-02	-6.579650193452835083e-02	-8.051219582557678223e-02	8.806419372558593750e-02	4.870366537943482399e-04	1.052843406796455383e-01	-3.822637721896171570e-02	-1.029285788536071777e-01	-9.197711199522018433e-02	6.974890083074569702e-02	1.405935287475585938e-01	5.595465376973152161e-02	-1.538145262748003006e-02	-1.790752075612545013e-02	-4.047348350286483765e-02	-1.629876196384429932e-01	6.733897328376770020e-02	1.504412144422531128e-01	-1.008899658918380737e-01	8.337789028882980347e-02	-6.428142637014389038e-02	-1.039030253887176514e-01	-7.072910666465759277e-02	-1.097404211759567261e-02	1.327532622963190079e-02	1.438369601964950562e-01	4.200275614857673645e-02	-6.100578233599662781e-02	1.681677699089050293e-01	1.838022097945213318e-02	1.287065744400024414e-01	-5.854919180274009705e-02	9.869925677776336670e-02	5.834313482046127319e-02	-1.088248379528522491e-02	-1.433436721563339233e-01	-9.487640112638473511e-02	-1.039726883172988892e-01	1.362372338771820068e-01	-8.007725328207015991e-02	-1.161352470517158508e-01	6.300853192806243896e-02	-1.010363921523094177e-01	1.508816890418529510e-02	8.403748273849487305e-02	-1.136507242918014526e-01	-2.932463958859443665e-02	-1.436325162649154663e-01
-1.489906460046768188e-01	1.023755315691232681e-02	-4.416032135486602783e-02	-2.518643392249941826e-03	-6.341933459043502808e-02	1.091919466853141785e-01	-1.923024095594882965e-02	-1.426730155944824219e-01	2.917205356061458588e-02	-8.077401667833328247e-02	-1.067712728399783373e-04	-1.907310797832906246e-05	4.586474969983100891e-02	-6.302929669618606567e-02	7.886219769716262817e-02	1.311641093343496323e-02	-3.765776753425598145e-02	1.515461504459381104e-01	-7.254917174577713013e-02	1.511275917291641235e-01	1.548526734113693237e-01	4.164982965448871255e-05	1.439716517925262451e-01	4.459398239850997925e-02	1.151000265963375568e-03	1.365023944526910782e-02	-9.632402658462524414e-02	-3.859122470021247864e-02	-3.211735561490058899e-02	-1.640264689922332764e-01	9.989593309001065791e-06	-2.590892091393470764e-02	-3.486706409603357315e-03	-1.106543391942977905e-01	9.325038641691207886e-03	2.368564717471599579e-02	1.791841536760330200e-01	2.571211569011211395e-02	-1.427941471338272095e-01	3.002917021512985229e-02	-1.626369729638099670e-02	-1.225655153393745422e-01	-8.198348805308341980e-03	-4.325811937451362610e-02	-1.384196337312459946e-02	1.197317615151405334e-01	6.902646273374557495e-02	-4.949948191642761230e-02	-1.749212145805358887e-01	2.282050205394625664e-03
-1.156204864382743835e-01	-1.132174879312515259e-01	-1.393993943929672241e-01	9.457977116107940674e-02	-1.256760954856872559e-01	1.898436807096004486e-02	7.975076884031295776e-02	-1.157986074686050415e-01	-1.162035688757896423e-01	1.360817160457372665e-02	-4.165234044194221497e-02	7.671683281660079956e-02	1.203513070940971375e-01	-1.212778687477111816e-02	-1.858956739306449890e-02	4.294173046946525574e-02	-2.473101206123828888e-02	-5.652109161019325256e-02	1.002280414104461670e-01	-3.362925350666046143e-02	8.614365011453628540e-02	-1.109683141112327576e-01	9.129551053047180176e-02	9.359235316514968872e-02	-1.225894913077354431e-01	5.090763792395591736e-02	7.816635072231292725e-02	1.097124218940734863e-01	9.262453764677047729e-02	9.376343339681625366e-02	5.027791857719421387e-02	1.146178469061851501e-01	-3.510872647166252136e-02	1.261734776198863983e-02	-6.803085561841726303e-03	-5.063536018133163452e-02	-7.318208366632461548e-02	4.190722852945327759e-02	1.182696521282196045e-01	-1.917195506393909454e-02	-9.278061985969543457e-02	1.176447868347167969e-01	-4.429941251873970032e-02	-1.674630679190158844e-02	5.168577283620834351e-02	7.980440557003021240e-02	3.954694606363773346e-03	1.106350403279066086e-02	6.279693543910980225e-02	-8.178321272134780884e-02
-9.045269340276718140e-02	7.990722358226776123e-02	-1.372655201703310013e-02	-3.105631098151206970e-02	-9.577072411775588989e-02	1.606516540050506592e-02	-8.518197387456893921e-02	3.615749627351760864e-02	5.918445810675621033e-02	1.318172961473464966e-01	-4.156900942325592041e-02	1.473762188106775284e-02	1.333873718976974487e-01	-3.899698331952095032e-02	-1.013935431838035583e-01	-9.005882591009140015e-02	-5.209242552518844604e-02	1.069174855947494507e-01	2.369454689323902130e-02	1.256451606750488281e-01	4.166292771697044373e-02	1.048651337623596191e-01	1.300091445446014404e-01	9.842675179243087769e-02	1.530781835317611694e-01	-2.308259904384613037e-02	1.079379841685295105e-01	-4.842693731188774109e-02	1.118508502840995789e-01	1.560967415571212769e-01	-1.209906209260225296e-02	1.568586081266403198e-01	2.223816514015197754e-02	-8.731355518102645874e-02	1.748849153518676758e-01	-5.216092616319656372e-02	-2.158966101706027985e-02	-6.225813925266265869e-02	-3.474839404225349426e-02	8.988404646515846252e-03	-5.930036678910255432e-02	8.344542980194091797e-02	1.657831370830535889e-01	-4.393805284053087234e-03	-1.430336683988571167e-01	-5.360716581344604492e-02	1.760037057101726532e-02	8.962885290384292603e-02	1.555678993463516235e-01	-1.377034932374954224e-01
-2.302868850529193878e-02	-6.978816539049148560e-02	6.707590073347091675e-02	-1.378633528947830200e-01	-7.191187888383865356e-02	-3.873871639370918274e-02	-4.309182241559028625e-02	5.165288597345352173e-02	3.798037394881248474e-02	-8.988729119300842285e-02	-4.029052332043647766e-02	-3.886917233467102051e-02	-3.261072561144828796e-02	8.869925141334533691e-02	1.029139310121536255e-01	-5.525978654623031616e-02	-5.367483198642730713e-02	-2.513376064598560333e-02	5.233822762966156006e-02	6.655088812112808228e-02	1.255809664726257324e-01	-1.107063362724147737e-04	8.440115302801132202e-02	-1.473985314369201660e-01	-4.111013561487197876e-02	1.144433319568634033e-01	-9.645798057317733765e-02	6.861548405140638351e-03	6.709015369415283203e-02	-1.526284962892532349e-01	-6.129710003733634949e-02	3.785184398293495178e-02	-9.021870791912078857e-03	2.135624550282955170e-02	-4.794558882713317871e-02	3.068552911281585693e-02	7.879236340522766113e-02	-1.596940755844116211e-01	9.546846896409988403e-02	-1.386044323444366455e-01	8.560945093631744385e-02	3.767823800444602966e-02	3.916977439075708389e-03	1.392565369606018066e-01	1.515720933675765991e-01	-8.764035254716873169e-02	3.014237992465496063e-02	2.729983814060688019e-02	-9.861706197261810303e-02	-8.671053498983383179e-02
9.574045985937118530e-02	2.254519797861576080e-02	-1.171280741691589355e-01	-9.159162640571594238e-02	9.555494412779808044e-03	-1.452082544565200806e-01	1.265288293361663818e-01	-1.245928835123777390e-02	1.962528377771377563e-02	-1.140488460659980774e-01	5.856849998235702515e-02	7.205408532172441483e-03	1.024054512381553650e-01	1.605101078748703003e-01	1.603516638278961182e-01	-8.974120952188968658e-03	-1.243235692381858826e-01	8.470923453569412231e-02	-1.306683663278818130e-02	8.138207346200942993e-02	3.611148521304130554e-02	-6.683979183435440063e-03	1.103695761412382126e-02	1.703398078680038452e-01	-8.001004904508590698e-02	1.707759946584701538e-01	-3.810712695121765137e-02	1.035765632987022400e-01	1.395950466394424438e-01	5.583711713552474976e-02	2.033711597323417664e-02	-1.351332962512969971e-01	-1.642123609781265259e-01	-7.702463120222091675e-02	4.503227397799491882e-02	-1.405618637800216675e-01	6.122749298810958862e-02	2.421618625521659851e-02	-7.170574367046356201e-02	1.013326570391654968e-01	-4.041125625371932983e-02	-1.127081066370010376e-01	-1.318674236536026001e-01	9.311330318450927734e-02	4.912969470024108887e-02	1.594388973899185658e-03	8.099643141031265259e-02	1.203886196017265320e-01	1.104296222329139709e-01	1.310788691043853760e-01
-5.496646836400032043e-02	-1.627182811498641968e-01	-1.011855378746986389e-01	-4.924614354968070984e-02	-1.249423921108245850e-01	1.236163452267646790e-01	-2.171659469604492188e-02	-2.494709193706512451e-02	1.517007648944854736e-01	-1.571099832653999329e-02	-2.166038146242499352e-03	-3.911250084638595581e-02	5.977360159158706665e-02	-1.048621162772178650e-01	1.435622721910476685e-01	6.656469404697418213e-02	8.453248441219329834e-02	-5.297025665640830994e-02	1.121512651443481445e-01	5.773291736841201782e-02	6.207067519426345825e-02	7.889530062675476074e-02	-1.010041777044534683e-02	4.082847014069557190e-02	-3.449620679020881653e-02	7.635581493377685547e-02	-1.449003368616104126e-01	-1.302805244922637939e-01	1.440876871347427368e-01	-7.814870332367718220e-04	-1.123580187559127808e-01	4.374054074287414551e-02	1.355823725461959839e-01	-4.020772129297256470e-02	-6.053126975893974304e-02	1.381415873765945435e-01	6.234197318553924561e-02	-8.500525355339050293e-02	8.473958820104598999e-02	5.902003869414329529e-02	8.058159798383712769e-02	-1.389460563659667969e-01	-3.271202370524406433e-02	-1.633842140436172485e-01	-2.228276617825031281e-02	3.794787451624870300e-02	-3.334065433591604233e-03	-1.335042715072631836e-01	-2.703541517257690430e-02	9.393533319234848022e-02
1.309719681739807129e-01	2.733466135396156460e-05	-1.673999987542629242e-02	1.240062639117240906e-01	7.540005445480346680e-02	-1.235622018575668335e-01	-8.875709027051925659e-02	-1.542702193546574563e-05	-1.230945065617561340e-01	7.809171825647354126e-02	1.236366406083106995e-01	-7.995962351560592651e-02	-9.776176884770393372e-03	5.559305846691131592e-02	-8.613478392362594604e-02	9.229157119989395142e-02	-9.739281237125396729e-02	-8.187815546989440918e-03	1.466042594984173775e-03	1.369561553001403809e-01	-1.265867352485656738e-01	1.147332116961479187e-01	-5.287804827094078064e-02	7.407725788652896881e-03	-9.566774219274520874e-02	7.031300570815801620e-03	-2.875552885234355927e-02	-2.900205366313457489e-02	5.308006703853607178e-02	-7.761400192975997925e-02	8.749813586473464966e-02	6.234701722860336304e-02	1.550647903059143573e-05	-1.118463501334190369e-01	-1.293812841176986694e-01	2.094183037115726620e-05	1.337607204914093018e-01	-1.109564453363418579e-01	1.165840178728103638e-01	-1.894256798550486565e-03	6.551101058721542358e-02	-1.061382703483104706e-02	7.512663304805755615e-02	-4.899209365248680115e-02	-6.033964082598686218e-02	2.820876397890970111e-05	5.112602821100153960e-07	1.381213814020156860e-01	2.231796133855823427e-05	7.223071902990341187e-02
